recordType,sourceRecordId,sourceTransactionId,parentTransactionId,artistId,artistName,venueId,venueName,productId,sku,productName,occurredAt,quantity,unitPrice,totalAmount,commissionAmount,tenantAmount,rentalId,rentalCommissionRate,cubeId,cubeCommissionRate,currency
refund,PLANB-P1-REFUND-017,PLANB-P1-TX-REFUND-017,PLANB-P1-TX-SALE-017,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:16:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-018,PLANB-P1-TX-REFUND-018,PLANB-P1-TX-SALE-018,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:17:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-019,PLANB-P1-TX-REFUND-019,PLANB-P1-TX-SALE-019,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:18:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
refund,PLANB-P1-REFUND-020,PLANB-P1-TX-REFUND-020,PLANB-P1-TX-SALE-020,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T04:19:00.000Z,-1,50.00,-50.00,-12.50,-37.50,RENTAL-001,0.25,CUBE-001,0.25,TWD
exchange,PLANB-P1-EXCHANGE-002,PLANB-P1-TX-EXCHANGE-002,PLANB-P1-TX-SALE-002,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T05:01:00.000Z,1,,,,,,,,,TWD
exchange,PLANB-P1-EXCHANGE-003,PLANB-P1-TX-EXCHANGE-003,PLANB-P1-TX-SALE-003,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T05:02:00.000Z,1,,,,,,,,,TWD
exchange,PLANB-P1-EXCHANGE-004,PLANB-P1-TX-EXCHANGE-004,PLANB-P1-TX-SALE-004,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T05:03:00.000Z,1,,,,,,,,,TWD
exchange,PLANB-P1-EXCHANGE-005,PLANB-P1-TX-EXCHANGE-005,PLANB-P1-TX-SALE-005,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T05:04:00.000Z,1,,,,,,,,,TWD
exchange,PLANB-P1-EXCHANGE-006,PLANB-P1-TX-EXCHANGE-006,PLANB-P1-TX-SALE-006,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T05:05:00.000Z,1,,,,,,,,,TWD
exchange,PLANB-P1-EXCHANGE-007,PLANB-P1-TX-EXCHANGE-007,PLANB-P1-TX-SALE-007,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T05:06:00.000Z,1,,,,,,,,,TWD
exchange,PLANB-P1-EXCHANGE-008,PLANB-P1-TX-EXCHANGE-008,PLANB-P1-TX-SALE-008,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T05:07:00.000Z,1,,,,,,,,,TWD
exchange,PLANB-P1-EXCHANGE-009,PLANB-P1-TX-EXCHANGE-009,PLANB-P1-TX-SALE-009,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T05:08:00.000Z,1,,,,,,,,,TWD
exchange,PLANB-P1-EXCHANGE-010,PLANB-P1-TX-EXCHANGE-010,PLANB-P1-TX-SALE-010,ART-001,Sample Creator A,VENUE-001,Cornven Sample Venue,PROD-001,SKU-A-001,Sample Ceramic Cup,2026-09-19T05:09:00.000Z,1,,,,,,,,,TWD
